V1	V2	V3	V4	V5	V6	V7	V8	V9	V10	V11	V12	V13	V14	V15	V16	V17	V18	V19	V20
1	0.224782662572329	0.361660192991628	0.484093572130137	0.511912463409874	0.517989045503233	0.52830117640006	0.539460283481534	0.579163014594046	0.592244577917876	0.624596981350455	0.660697851049492	0.661422160502408	0.668864568207578	0.694570747685886	0.703775655671976	0.705354294173704	0.709024193523262	0.7163283507459	0.721051095547738	0.734933256989401
2	0.372017892772075	0.485893801214682	0.605588944528196	0.630473164387352	0.696971414440007	0.718574435246939	0.746044522022669	0.785638374659023	0.822627233449327	0.840160460104434	0.905766226261301	0.90584949854779	0.915416846954706	0.945280195096177	0.959563212182255	0.963053938736261	1.03108848241229	1.035079138242	1.04625685814704	1.05717315092843
3	0.188262121254805	0.392148757280037	0.515798713893307	0.654795275003528	0.66656491994798	0.731824663313097	0.738811806358281	0.772556892511653	0.786101236466873	0.792088895615694	0.79682725369453	0.85132076164188	0.876922665300752	0.878380205762468	0.880112606081603	0.891226564529008	0.919798897126887	0.934721144545649	0.974573580951161	0.978344512771964
4	0.25590923786293	0.353947438291436	0.411752258122152	0.417759972087616	0.444598342443478	0.445840541382948	0.449604785767533	0.50390256276988	0.50581037947777	0.602694396149901	0.665478551535238	0.677475730657182	0.688421224439912	0.689370075451656	0.691414900444223	0.691711923027144	0.692448522197356	0.697324342445281	0.703062448398818	0.770521577108673
5	0.619301817413416	0.64738614187162	0.690045737096881	0.75379481083157	0.793175458447426	0.812600358233163	0.886936999987613	0.895779356617056	0.917938457083171	0.942938539893821	0.952372008505783	0.984020972797708	1.02661052329069	1.02898681498496	1.11210868403371	1.11344097857931	1.15720607961257	1.17359095465875	1.18752435870051	1.22469300364513
6	0.316511700859653	0.319715848928281	0.355816584290414	0.393382942416629	0.403700346443297	0.474962075380865	0.482906889157606	0.545414907700071	0.566249328277448	0.567547797337777	0.568845174035433	0.580058314013611	0.620602088755002	0.625689927076986	0.633605729143563	0.65545145263636	0.677330243267806	0.686605681698465	0.698335087365273	0.710277049851684
7	0.445334555435271	0.466633143282625	0.503590319829079	0.531173834020809	0.570503511460161	0.654709734530466	0.671726217289197	0.712033082846447	0.739774498712646	0.761965599790328	0.770358183048901	0.807171715311541	0.871373653375133	0.890300178829634	0.911601834411341	0.952677898983526	0.975629916435589	0.985939570070077	1.00527393398422	1.02142594784856
8	0.313421917952734	0.387066525779369	0.445960295594885	0.48669262015014	0.491492099551748	0.562692796816409	0.603685153744773	0.625804519547303	0.652280791899664	0.675866471647348	0.688819270329796	0.700022939815606	0.750646168243631	0.752150064113025	0.761469641914934	0.781457333765118	0.781513851035853	0.783442699440851	0.813276413077556	0.82263497536382
9	0.294793934658516	0.431751131959185	0.453486976041853	0.515204091777466	0.548548005769521	0.551108135295231	0.596692270661663	0.623244196567311	0.658043348848394	0.684694271347508	0.685320626814658	0.727623567525947	0.731584296490833	0.736255553572532	0.739884405262998	0.744516880815585	0.773721415037502	0.778503615999179	0.793876377819593	0.798551447255865
10	0.400613336614511	0.499347930112653	0.531050408980368	0.550831335942058	0.560236860386124	0.565808638154304	0.609002607306684	0.615575011271572	0.640076897503906	0.658216746532328	0.673610102676394	0.709950116399156	0.739313817692947	0.743012313028951	0.745146750021037	0.763107953290253	0.777342449094749	0.820236890271733	0.8259538330524	0.829813107819387
11	0.342717120328459	0.445101428886241	0.495194274683687	0.532718839960956	0.564107723044136	0.568477417799734	0.645730833301455	0.646447387700441	0.668666584949229	0.67306121786768	0.673406273529006	0.699101748355623	0.712940859412227	0.720486314672402	0.7411109919568	0.745080875421184	0.749474641427272	0.786264263281444	0.787212275562551	0.788111717463762
12	0.348867242257577	0.36055229836807	0.362808566053854	0.46840504334957	0.476822178359714	0.502450014763401	0.567357202191158	0.579389234407818	0.600556585010195	0.633148500460291	0.63369358165694	0.727278212784398	0.733574706667101	0.764992733284412	0.78356779198088	0.783626149173988	0.811780110626736	0.835994314456201	0.838267436338949	0.854268355377268
13	0.132380778563985	0.314127459709912	0.444843456501158	0.510620849680725	0.527383363994562	0.549216122256806	0.583665979928838	0.588323472635715	0.588449794729999	0.628157715112589	0.671521654970061	0.675865249584987	0.685716416244664	0.701826424222894	0.710525518407606	0.746354603239682	0.772380225021387	0.822870989246	0.850130013065988	0.865469988984839
14	0.47910309094405	0.585222841971115	0.605346094110074	0.607760797947781	0.622135488154075	0.722295349116238	0.738599372128745	0.746727644444103	0.77945531715317	0.780368387839644	0.781034748124642	0.793557542727546	0.798241297181365	0.824874614140766	0.828253072081806	0.83991679173636	0.844930718805353	0.853234034780261	0.853285313832529	0.865035150882846
15	0.429440481331098	0.442391412573398	0.518474301924736	0.536079935340754	0.544393274626471	0.590874454362862	0.5981963103784	0.649306713944613	0.687983125985565	0.695914986325539	0.702725726876647	0.709625553625063	0.729648396405718	0.753108455853097	0.798771215491023	0.805107590156215	0.807451690816942	0.819704641114759	0.830662376301241	0.84566947978608
16	0.281035507893983	0.335532466133793	0.363614311685734	0.413235145522296	0.44917753124244	0.473445156765918	0.497139004227064	0.501224719042831	0.520415101900365	0.527710661458268	0.560450084480183	0.605398639571023	0.615539336837093	0.62287297194314	0.632728580464955	0.644364367469169	0.660781812436999	0.669789124877258	0.679073212224395	0.707411696457708
17	0.321516643142519	0.401191712342153	0.426135675071693	0.530021506840076	0.539192746675998	0.545762403079888	0.572708037996943	0.576554474009448	0.583273545906196	0.599786247168795	0.639980509251227	0.671080515497315	0.687929113283456	0.689628868840885	0.699688892673131	0.707057575645881	0.716207752022533	0.720375372046076	0.723773065053186	0.729040813438513
18	0.181988870023362	0.329939846057743	0.364341436110028	0.369804938501743	0.383467671826939	0.38581642984999	0.406131104489367	0.411851933105196	0.492815207526278	0.497708102787335	0.53137067998436	0.536518334048187	0.547762387336737	0.548324633473319	0.556701563435115	0.559343749147683	0.560758801553074	0.593990699034982	0.603008635823279	0.611584829262294
19	0.184273379616172	0.408167279779097	0.414313162896281	0.430715247998135	0.455665261475696	0.518848833677863	0.558160615354083	0.567522009827873	0.569842104042204	0.576451341380253	0.592336863141764	0.614080779100541	0.61627859157127	0.621692820818122	0.697708405848612	0.718416743138823	0.727909180726023	0.734970119302457	0.739539157014845	0.74293388331623
20	0.287088357021453	0.329863162872365	0.353557999485517	0.39087986752974	0.590492953275966	0.597756727478211	0.611292138829276	0.630876619397496	0.651503916058782	0.68544040413213	0.697480925313809	0.742437648844683	0.753334243488394	0.760418229547624	0.761700751581155	0.778860287092354	0.779676029852835	0.805983007158976	0.808901870292697	0.820988771622045
21	0.381490712702688	0.383284250086071	0.50404444382447	0.528063045495019	0.575233498260005	0.598299391667099	0.606303099438873	0.636189650499666	0.697653282549428	0.737794953886507	0.743303790271778	0.792601175739368	0.83602121447334	0.874841901012313	0.88362116207824	0.888441611406798	0.892403922585692	0.902840868603414	0.912762307441851	0.925407278035008
22	0.285082909348215	0.315719036146497	0.353087068826707	0.437429625297455	0.499836588193343	0.517974893885242	0.533390417654374	0.537365803141021	0.544153816390317	0.56868602636661	0.570885237526674	0.635333792912986	0.638233828079481	0.731074429412291	0.741935924504654	0.745355259118288	0.749912230168479	0.757992511876738	0.760756237506452	0.761574066925763
23	0.116667345507552	0.400629778942075	0.401416535547713	0.514636838023245	0.577682761247565	0.632122131620186	0.665739737610507	0.68849266210171	0.694045111136161	0.699669549031384	0.704639346703315	0.731529778147005	0.738500539044792	0.782224442245854	0.854389077133492	0.86182013623568	0.8671325439219	0.884299645842843	0.889234047458367	0.914908751291994
